Club Name,Recordings,Club Identifier,Country,Additional Info
Breiðablik,2334,breiablik,Iceland,Kópavogur
Breizh Fobal Klub,77,breizh-fobal-klub,France,Brittany
BREMBO,62,brembo,,
Bremer County,195,bremer-county-bucks-rugby-club,United States,Bremer County
Bremer FV,30,bremer-fuballverband-u16-junioren,Germany,Bremen
Bremnes IL,76,bremnes-idrettslag,Norway,Bremnes
BU Soccer,16,brenau-university-soccer,,
BWC Engineering,17,bwc-engineering,,
Brendan Duval,29,brendan-duval,,
Brendan Pacheco,272,na-0e325296,,
Brent,30,brent-de-wolf,England,Brent
Brentford FC Woman B Team,77,brentford-fc-woman,England,Brentford
BRENTFORD FC WOMENS 1ST TEAM,10,brentford-fc-womens-1st-team,England,Brentford
Brentford Football Club,42,brentford-football-club-f0482c6b,England,Brentford
Orono Spartans,29,brent-foster,United States,Orono
Brentsville,29,brentsville-district-high-school,United States,Brentsville
Brentwood,30,brentwood-06e66d77,England,Brentwood
Brentwood,30,brentwood-06e66d77,United States,Brentwood
Brentwood 2008,60,brentwood-sc,United States,Brentwood
Brentwood Athletics,46,brentwood-athletics,United States,Brentwood
Brentwood Blaze,11,brentwood-blaze-9d73b0fe,United States,Brentwood
Brentwood Blaze,11,brentwood-blaze-9d73b0fe,United States,Brentwood
Bulldogs,56,brentwood-booragoon-junior-football-club,,
Brentwood EELS RLFC,58,brentwood-eels-rugby-league-football-club,England,Brentwood
Brentwood RFC,71,brentwood-rfc,England,Brentwood
Brentwood School,72,brentwood-school,England,Brentwood
Brentwood Town EJA,30,propsys-services-ltd,England,Brentwood
Brentwood Town FC,57,chigwell-football-club,England,Brentwood
Brentwood Youth,17,brentwood-youth-football-club,England,Brentwood
Brentwood,30,brentwood-06e66d77,United States,Brentwood
JCG Plumbing Limited,42,brentwood-youth-tigers,,
BRESCELLO PICCARDO ASD,22,brescello-piccardo-asd,Italy,Brescello
BREZ FC 52-32,488,furypfa,,
Bretforton FC,17,bretforton-fc,England,Bretforton
BSO FOOT,52,bretteville-sur-odon-football,,
Garber Gorilla Lacrosse,20,brett-garber,United States,
Bretton Krocker,72,brettonkrocker,,
BBSC,111,bbsc,,
brevard Fire FC,22,brevard-fire-fc,United States,Brevard County
Brevard Old Red Eye Rugby Club,12,brevard-old-red-eye-rugby-club,United States,Brevard County
BSA,97,brevard-soccer-acadamy,United States,Brevard County
Brevard Soccer Academy,56,brevard-soccer-academy-a2b59779,United States,Brevard County
BSA,97,brevard-soccer-acadamy,United States,Brevard County
Brevard Soccer Academy1,35,brevard-soccer-academy-00ded256,United States,Brevard County
BSA,97,brevard-soccer-acadamy,United States,Brevard County
Brevard Soccer Academy 2014 Elite,42,brevard-soccer-academy-71b66bf5,United States,Brevard County
Brewood JFC,121,brewood-juniors-football-club,England,Brewood
BRH3,27,brh3,,
Brian,23,brian-444444444444444,,
Brian,23,brian-444444444444444,,
HVS,12,brian-key,,
BRIAN LEE,148,lafc-14,,
BRB soccer,134,las-vegas-surf,,
Brian's Camera,174,wake-futbol-club-5,,
Brian's Club,56,brians-club,,
Alheden IF Frederiks,39,brian-skov-oestergaard,Denmark,Frederiks
Briarcrest,50,briarcrest-christian-school-ad599fb6,United States,Germantown
BCS soccer,10,briarcrest-middle-school-boys-soccer,United States,Germantown
Briarcrest Boys Soccer,10,briarcrest-middle-school-boys-soccer-2,United States,Germantown
Briars Hockey,244,briars,,
Briar United FC,27,briar-united-fc,,
Heddons Team,29,heddons-team,,
Briarwood Soccer Club,44,briarwood-soccer-club-08f5aa68,United States,Briarwood
Bribie Island Tigers,99,bribie-island-tigers-football-club-cbd3269a,Australia,Bribie Island
Briceño,16,briceno-c604d879,,
BSC,28,briceno-soccer-club,,
Brick City Ballers,38,personal-use-f434da20,United States,
BTSA,18,brick-township-soccer-association,,
Bridge2sports,71,bridge2sports,,
Bridge City Soccer Academy,138,bridge-city-soccer-academy,United States,
Bridge Lacrosse,25,bridge-lacrosse,United States,
Bridgeland Girls Soccer,270,bridgeland-high-school-girls-soccer,United States,
Bridgend athletic,54,bridgend-athletic-9aee779f,Wales,Bridgend
Bridgend Athletic RFC,13,bridgend-athletic-rugby-football-club,Wales,Bridgend
BC Football Academy,263,bridgend-college-football-academy,,
Bridge of Weir United,75,bridge-of-weir-united-football-club,Scotland,Bridge of Weir
BHS Soccer,164,bridgeport-high-school-soccer,,
Bridgeport Prep,60,bridgeport-prep-653af83f,United States,Bridgeport
Bridge Rovers,13,bridge-rovers-fc,,
Bridge United,33,bridge-united-afc,,
Bridgewater College Men's Soccer,32,bridgewater-college-mens-soccer,United States,Bridgewater
Bridgewater High School,137,bridgewater-high-school,United States,Bridgewater
Princeton University,21,princeton-university-women-rugby-football-club,United States,Princeton
Bridgewater SA,111,bridgewater-sa,,
Bridgnorth RFC,67,bjs-analysis,England,Bridgnorth
Bridgnorth RFC,67,bjs-analysis,England,Bridgnorth
Bridgnorth Town Juniors,29,bridgnorth-town-juniors-e3f8d507,England,Bridgnorth
BRIDGTON ACADEMY,180,bridgton-academy,United States,Bridgton
Bridgton Academy,35,bridgton-academy-soccer,United States,Bridgton
Bridgy,100,bridgwater-albion-rfc,,
Bridgwater United FC,93,yeovil-united-football-club,England,Bridgwater
Bridgwater United Ladies,10,bridgwater-united-ladies,England,Bridgwater
Bridgwater United Women FC,25,bridgwater-united-women-fc,England,Bridgwater
Bridlington Town AFC,33,bridlington-town-afc-bd3c8a79,England,Bridlington
Bridlington Town AFC (2024-),29,hdm-solar,England,Bridlington
Bridon Ropes FC,94,bridon-ropes-fc-reserves,England,
Bridport football club,90,bridport-football-club-8f98f1c7,England,Bridport
Bridport Rugby,135,bridport-rugby-football-club,England,Bridport
Aurélien,13,briest,,
BrigandZe,36,brigandze,,
Brigg Town FC,110,briggs-town-fc,England,Brigg
Brigg town,199,brigg-town-fc-cic,England,Brigg
Brighouse Sports FC,15,brighouse-sports-rugby-club,England,Brighouse
Brighouse Town,38,brighouse-town-football-club,England,Brighouse
Brightlingsea Regent FC,92,brightlingsea-regent-fc,England,Brightlingsea
Brighton Boys Varsity,86,brighton-boys-varsity,United States,Brighton
Brighton College,325,brighton-college-2,England,Brighton
Brighton College Bangkok,28,the-bookmen-company-limited,Thailand,Bangkok
Brighton College Hockey,11,brighton-college-hockey,England,Brighton
Brighton District schools,15,brighton-district-schools,United States,Brighton
BGS+ Soccer,51,brighton-grammar-school-plus-soccer,United States,Brighton
Brighton,77,brighton-high-school,United States,Brighton
Brighton High School Mens Soccer Booster,25,brighton-high-school-mens-soccer-booster,United States,Brighton
Brighton High School Soccer,18,brighton-high-school-soccer,United States,Brighton
Brighton,77,brighton-high-school,United States,Brighton
Brighton Select Football,19,brighton-select-football-bd22c583,United States,Brighton
Brighton SC,14,brighton-soccer-club-8,United States,Brighton
Brighton,77,brighton-high-school,United States,Brighton
Brighton SC,14,brighton-soccer-club-8,United States,Brighton
BSC Texas,69,bsc-2008g,United States,Texas
BSYFC,107,bright-stars-youth-football-club,,
Brill,42,brill,England,Brill
Juniors,83,brilla-juniors-f34b808c,,
Brilliant,177,brilliant-plus,,
Brimbank,207,brimbank-stallions-fc,Australia,Brimbank
BFC,25,brimble-football-club,,
Brimmer athletics,89,brimmer-and-may-athletics,,
Brindabella Blues FC,259,ken-yalg,Australia,Brindabella
BRIOBECCA,74,briobecca-urayasu,,
BRISA GOUDO FC,93,brisa-goudo-fc,,
Brisbane Adventist College,268,brisbane-adventist-college,Australia,Brisbane
Brisbane Boys' College,35,brisbane-boys-college-football,Australia,Brisbane
Brisbane Broncos,77,brisbane-broncos,Australia,Brisbane
Brisbane Broncos,77,brisbane-broncos,Australia,Brisbane
Broncos Academy,26,brisbane-broncos-academy,Australia,Brisbane
Brisbane City,181,sunshine-coast-wanderers-9,Australia,Brisbane
BRISBANE CITY FC FQPL 1,11,caloundra-football-club-sap,Australia,Brisbane
Brisbane City Football Club,146,brisbane-city-football-club-b7395224,Australia,Brisbane
Brisbane City FC,1470,brisbane-city-football-club,Australia,Brisbane
Brisbane Flag Football,59,national-body-flag-football-41daa2d6,Australia,Brisbane
Brisbane Grammar School,19,brisbane-grammar-school-d936c18a,Australia,Brisbane
Brisbane Grammar School,19,brisbane-grammar-school-d936c18a,Australia,Brisbane
Brisbane Grey,27,queensland-rugby,Australia,Brisbane
Brisbane Hustlers RUFC,22,brisbane-hustlers-rufc,Australia,Brisbane
BKFC,43,brisbane-knights-football-club,,
BMFC,14,brisbane-masters-football-club,,
Brisbane Rhinos,147,brisbane-rhinos,Australia,Brisbane
Roar,19,brisbane-roar-3,Australia,Brisbane
Brisbane Roar,100,brisbane-roar-football-club-3,Australia,Brisbane
Brisbane Roar,100,brisbane-roar-football-club-3,Australia,Brisbane
Brisbane State High School,71,brisbane-state-high-school-15978c09,Australia,Brisbane
BSHS Rugby Program,16,brisbane-state-high-school-rugby,Australia,Brisbane
Brisbane Strikers Football Club,11,brisbane-strikers-football-club-304ce209,Australia,Brisbane
Brisbane Strikers,66,brisbane-strikers-football-club-9f52ea82,Australia,Brisbane
Brisbane Strikers Football Club,11,brisbane-strikers-football-club-304ce209,Australia,Brisbane
Brislington Juniors,165,brislington-juniors-12688b9b,England,Brislington
Brislington Juniors,165,brislington-juniors-12688b9b,England,Brislington
BRISSAC AUBANCE BASKET,15,brissac-aubance-basket,France,Brissac Quincé
Bristol Barcelona,70,bristol-barcelona,England,Bristol
BBCF,11,bristol-bears-community-foundation,England,Bristol
Bristol City FC,226,bristol-city-fc-262eb657,England,Bristol
Bristol City,39,bristol-city-football-club-2,England,Bristol
Robins Foundation,294,bristol-city-robins-foundation-4f663a47,England,Bristol
Bristol City WFC Academy,72,bristol-city-wfc-academy,England,Bristol
Bristol Eagles,125,bristol-eagles,England,Bristol
Bristol GS,190,bristol-grammar-school,England,Bristol
Quins,43,bristol-harlequins,England,Bristol
Bristol Hockey,99,bristol-hockey,England,Bristol
Bristol Inner City Football Academy,21,bristol-inner-city-football-academy,England,Bristol
Bristol Manor Farm,25,bristol-manor-farm-3,England,Bristol
Bristol Manor Farm,25,bristol-manor-farm-3,England,Bristol
Golden Ball Soccer Academy (GBSA),403,golden-ball-soccer-academy,United States,Soccer Academy
GBSA,34,golden-ball-soccer-academy-1ebba471,United States,Soccer Academy
Golden Boars Rugby,17,golden-boars-rugby,United States,Rugby Club
Golden Boot Warriors,13,golden-boot-warriors,,United States
Golden Cleats,192,golden-cleats-soccer-league,,United States
Golden Eagles,19,golden-eagles,,United States
Eagles,54,golden-eagles-football-club,,United States
Golden Eagles SC,138,juan-carlos-martinez-4901aec0,,United States
CHS,121,champion-flashes-soccer,,United States
Golden Gate Lacrosse,162,golden-gate-lacrosse-development,,United States
Golden Gate Soccer,48,golden-gate-soccer,,United States
Golden Goals Global,80,sporting-patagonia-11703ede,,United States
Golden Goals Global 1,149,sporting-patagonia,,United States
Golden Gold Sports,40,fkk,,United States
Golden High Demons Soccer,53,new-golden-high-school,,United States
Golden Lion Football,80,j-2a-company,,United States
Goldenstars,14,mohammed-bouabgha,,United States
Golden State Force 2010,54,golden-state,,United States
Golden State Force,29,golden-state-force,,United States
G-Dub,101,goldenwest-volleyball-club,,United States
Golden Wings Academy,98,golden-wings-academy-track,,United States
NCFC,86,gold-north,,United States
Bulldogs,140,gold-hill-middle-school,,United States
Gol Directo,22,gol-directo,,United States
Goldrush,27,southern-california-blues-2007-national-player-lea,,United States
Strike Eagles,245,goldsboro-football-club,,United States
Gol Gohar Sirjan,10,gol-gohar-sirjan,,Iran
West Coast Wolves Lacrosse Club,379,west-coast-wolves,,United States
Golpro,25,spectra-ingenieria,,United States
GOM Footbal Club,45,gom-football-academy,,United States
SB Falcons,154,sb-falcons-soccer,,United States
Gomez,190,swap,,United States
Gomez FC,150,lions-futball-club,,United States
Georgetown Visitation,252,georgetown-visitation-preparatory-school,,United States
Gonzalez,237,gonzalez-4,,United States
Gonzalez Family,151,gonzalez-family,,United States
Gonzalez Family FC,209,gonzalez-family-fc,,United States
Posse Sports,245,gonzalez-sports,,United States
Gonzalo Soria - Veo - Bunker FC,141,gonzalo-soria-veo-scouting-labs,,United States
Good Counsel Liffey Gaels,14,good-counsel-liffey-gaels-eebe81e8,,Ireland
Good Hope FC,25,ukhanya-united-fc,,United States
Goodhorse Creative,56,good-horse-creative-ca61f95d,,United States
Good Samaritan Catholic College,15,good-samaritan-catholic-college-a4d48021,,United States
Good Shepherd Lutheran College,80,good-shepherd-lutheran-college,,United States
Goole AFC,90,goole-afc,,England
Goole A.F.C U15s,66,barlby-raiders,,England
Goole RUFC,48,alan-neal,,England
Boars,41,goondiwindi-rugby-league,,United States
GCHS Girls' Soccer,15,goose-creek-high-school-girls-soccer,,United States
GoPlayer,997,goplayer,,United States
Go Premier Soccer,23,go-premier-soccer-86733d0e,,United States
Gordonian RFC,92,gordonian-rfc-245a9d18,,Scotland
Gogos / RGC,70,gordonian-rfc,,United States
GLRFC,85,gordon-league-rfc,,United States
Gordons School,707,gordons-school,,United Kingdom
Gordonstoun,76,gordonstoun,,Scotland
Celtic,47,gorey-celtic,,Scotland
Gorey,190,gorey-rfc,,Ireland
Gorge FC,67,gorge-soccer-association-be966a3e,,United States
Gorgos CF,371,gorgos-cf,,Spain
Gorillas Hockey Academy,239,vikings-4,,United States
Goring United FC,84,goring-united-fc,,England
Goris Dila LLC,14,goris-dila-llc,,United States
Gorleston,16,gorleston-6e5a4ebb,,England
Gorleston FC,31,gorleston-fc,,England
Gorleston FC,31,gorleston-fc,,England
Gorleston FC,31,gorleston-fc,,England
Gørlev Idrætsefterskole,99,goerlev-idraetsefterskole,,Denmark
Gørlev Idrætsefterskole,99,goerlev-idraetsefterskole,,Denmark
Gørlev IF,122,goerlev-idraetsforening,,Denmark
Bantry Blues,23,gorma-beanntrai,,Ireland
Gornal Athletic FC,45,gornal-athletic-fc-37d17f46,,England
Gornal FC,26,gornal-fc-5e5e358c,,England
Górnik Łęczna,15,fundacja-akademia-sportu-gornika-leczna,,Poland
Gornik Zabrze,14,gornik-zabrze,,Poland
Górnik Zabrze,63,gornik-zabrze-77dbe3ed,,Poland
Górnik,130,gornik-zabrze-spoka-akcyjna,,Poland
Gørslev IF,204,goerslev-if,,Denmark
Gort Rugby Club,10,gort-rugby-club,,Ireland
Gosford All Blacks,164,gosford-all-blacks-rugby-football-club,,Australia
Gosford City FC,23,gosford-city-football-club,,Australia
Gosforth Bohemians,106,gosforth-bohemians,,England
Gosnells City FC,115,gosnells-city-football-club,,Australia
GoSoccer,25,gosoccer,,United States
Gosport&Fareham RFC,106,gosport-and-fareham-rugby-football-club-ed4ae278,,England
Gosport,130,gosport-borough-fc,,England
Falcons,118,gosport-falcons,,United States
Göta BK,15,gbk,,Sweden
Götaholm BK,115,gotaholm-bk,,Sweden
GAIS,689,goteborgs-atlet-idrottssallskap,,Sweden
GFF,13,goteborgs-ff-2,,United States
gff,61,goteborgs-ff,,United States
Göteborgs Fotbollförbund,15,goteborgs-fotbollforbund-partner,,Sweden
GIFDK,11,goteborgs-ideella-fotbolldomarklubb,,United States
Götene FK,63,gotene-fk,,Sweden
Gotham FC,15,gotham-fc,,United States
Gotham Girls FC,24,gotham-girls-fc-6e7c0339,,United States
Gotham Girls,55,gotham-girls-fc,,United States
Gotham Soccer,423,andrew-shroll,,United States
Gothenburg WFC,74,balltorps-ff,,Sweden
Gotico,221,gotico,,United States
GotSport- New Partner,10,gotsport-new-partner,,United States
Gottne IF,95,gottne-idrottsforening,,Sweden
GOUESNOU FC,58,gouesnou-fc,,France
Gv Suns FC,273,goulburn-valley-suns-football-club,,United States
Gourdon XV,12,gourdon-xv-3ee96121,,France
Gouveia Futebol Clube,52,gouveia-futebol-clube,,Portugal
Govan & University of Manchester FC,249,govan-athletic-football-club,,Scotland
Governors State University,69,governors-state-university,,United States
Gower College Football,118,gower-college-football-academy,,Wales
Gowerton RFC,70,gowerton-rugby-football-club,,Wales
Gowna,60,gowna-gaa,,Ireland
Goztepe,343,goztepe-5a034ac4,,Turkey
GOZTEPE_FC_LONDON,76,goztepe,,United Kingdom
GP Madlax,26,gp-madlax,,United States
GPSO 92 ISSY,16,gpso-92-issy,,France
GPSO 92 ISSY,16,gpso-92-issy,,France
GR8-ELITE DUCKS,51,gr8-elite-ducks-6b21134b,,United States
Grabaciones de la Donosti Cup,112,donosti-cup,,Spain
MI EQUIPO,143,club-deportivo-futbol-base-carmona,,Spain
Graben-Neudorf,37,fvgg-neudorf-91daa4ce,,Germany
Grace Brethren High School,67,grace-brethren-high-school,,United States
GCA Soccer Travel,103,grace-christian-and-tennessee-soccer-club,,United States
Grace Christian School,87,grace-christian-school,,United States
GCS Warriors,130,gcs-warriors,,United States
Grace Lancers,236,grace-college,,United States
Grace Women’s Soccer,194,grace-college-womens-soccer,,United States
GCC,90,grace-community-chapel,,United States
16’s,12,grace-ede,,United States
Græsted IF,54,graested-idraets-forening,,Denmark
Graf Football,40,graf-football,,United States
Graft Drainage and Civils,18,graft-drainagew-and-civils,,United Kingdom
Grafton Rugby Union Club,37,grafton-rugby-union-club,,Australia
Graham,17,graham,,United States
Graham Family,136,gfusa,,United States
Westcombe Park,11,graham-purdy,,England
Graiguecullen,32,graiguecullen-gaa,,Ireland
Graig Villa Dino FC,87,graig-villa-dino-fc,,Wales
Grainville,226,grainville,,Jersey
Grakeko,12,grakeko,,United States
GRAMADO FC,66,gramado-fc,,Brazil
GSU Soccr,20,grambling-state-u-soccer,,United States
Granemore,15,gramemore,,Ireland
GSAL,104,grammar-school-at-leeds-52cb28c3,,United States
Grampian Ladies,23,grampian-ladies,,Scotland
Granada CF,47,granada-cf-931e7f89,,Spain
Granada CF VEO,84,granada-cf-df8c60d3,,Spain
Granada FC,55,granada-fc-8e9ee65f,,Spain
Granbergsdal,34,granbergsdals-if,,Sweden
Grand Bahama Soccer Club,105,grand-bahama-soccer-club,,Bahamas
GCU Club Soccer,40,grand-canyon-university-club-soccer,,United States
GCU W. Club Soccer,47,grand-canyon-university-womens-club-soccer,,United States
Grandchamp RC,28,grandchamp-rc,,France
Grand Cities Lacrosse,30,grand-cities-lacrosse-024150ab,,United States
Grand County HS Soccer,119,grand-county-high-school-soccer,,United States
Grand dole,82,grand-dole-rugby,,France
Grande FC,46,grande-fc,,United States
Grand haven high school Soccer,164,ghs,,United States
GOAL FC,155,grand-ouest-association-lyonnaise-fc,,United States
Grand Pro,381,ryan-fc,,United States
GR Catholic central,13,grand-rapids-catholic-central,,United States
